n_systems,n_datasets,baseline_MAPE_mean_of_dataset_means,rf_MAPE_mean_of_dataset_means,rf_better_count_MAPE,rf_better_ratio_MAPE,mean_improvement_pct_MAPE,median_improvement_pct_MAPE,significant_count_MAPE,significant_ratio_MAPE,baseline_MAE_mean_of_dataset_means,rf_MAE_mean_of_dataset_means,rf_better_count_MAE,rf_better_ratio_MAE,mean_improvement_pct_MAE,median_improvement_pct_MAE,significant_count_MAE,significant_ratio_MAE,baseline_RMSE_mean_of_dataset_means,rf_RMSE_mean_of_dataset_means,rf_better_count_RMSE,rf_better_ratio_RMSE,mean_improvement_pct_RMSE,median_improvement_pct_RMSE,significant_count_RMSE,significant_ratio_RMSE
9,93,174.14202977541893,39.612174643335564,75,0.8064516129032258,54.63915019539862,77.97377861138273,92,0.989247311827957,119.37796216221929,41.12891282275783,74,0.7956989247311828,52.467700237673014,61.84328634111992,93,1.0,141.7215837673851,56.182974055568025,74,0.7956989247311828,47.39405276666541,53.44823292538502,92,0.989247311827957
