system,workload,file_name,file_path,n_samples,n_features,target_name,MAPE_mean,MAPE_std,MAPE_min,MAPE_max,MAE_mean,MAE_std,MAE_min,MAE_max,RMSE_mean,RMSE_std,RMSE_min,RMSE_max
h2,smallbank-1,smallbank-1.csv,datasets\h2\smallbank-1.csv,1954,16,throughput,3.7856861506971455,0.0874399989427584,3.582067807357496,3.945980285689412,723.6845426569921,15.72764931936384,689.5550628047935,756.8232293092249,939.7387152452262,18.995118300183847,904.9947426173139,972.5758925210778
h2,smallbank-10,smallbank-10.csv,datasets\h2\smallbank-10.csv,1954,16,throughput,2.162307166286568,0.07766287247723423,1.9855007133480584,2.390423920799192,289.7402832605848,9.489570950844987,268.1441834264871,317.2907797566683,395.1818466788905,16.474976114132804,369.48310276107895,434.5338198564856
h2,tpcc-2,tpcc-2.csv,datasets\h2\tpcc-2.csv,1954,16,throughput,2.821173464703662,0.06245232485021525,2.681578882856466,2.944819877780378,20.592573430671937,0.4513585732363331,19.519453021262997,21.544088048067067,25.801507534372,0.6110954419252813,24.57861507348009,27.142156962642844
h2,tpcc-8,tpcc-8.csv,datasets\h2\tpcc-8.csv,1954,16,throughput,20.37697057841385,1.2541196147615805,17.456391641557968,23.742740709503853,108.35956158050035,4.949080232143983,96.6460026549558,124.45832076864662,174.63135625347957,6.0301940147989,159.26140943453356,192.46765982110676
h2,voter-16,voter-16.csv,datasets\h2\voter-16.csv,1954,16,throughput,1.74048025262749,0.038335740574710245,1.65716203890119,1.8077557135102396,562.9701792772207,13.611475336863096,526.4633353392818,585.2920331890598,758.5863166581686,22.67328552823351,704.3239714646946,803.9017500752052
h2,voter-2,voter-2.csv,datasets\h2\voter-2.csv,1954,16,throughput,1.6921744338898062,0.05339521902045723,1.590728488682527,1.7876479386703665,541.8369383867782,18.685496727750547,508.95837854704746,578.5922227507547,760.3262211642489,45.79526024917231,670.689655848593,840.6077378893758
h2,ycsb-2400,ycsb-2400.csv,datasets\h2\ycsb-2400.csv,1954,16,throughput,4.0361715607209,0.08119005848341404,3.8747942861904674,4.22867760068003,565.0691381536541,12.916035783250187,538.588686505157,596.9512327562218,716.8616495699978,17.10582278766302,684.5513264388186,754.6655065171624
h2,ycsb-600,ycsb-600.csv,datasets\h2\ycsb-600.csv,1954,16,throughput,3.5122417711474463,0.08737813653822656,3.34112033982647,3.682603911197037,720.3641734691768,19.46633556834854,683.6011593341856,770.4212560144819,954.9108959391916,27.17973731335917,913.0012488781587,1030.6363654644647
jump3r,beethoven.wav,beethoven.wav.csv,datasets\jump3r\beethoven.wav.csv,4196,16,time,16.041284906259683,0.32762572755839653,15.474194631263089,16.62656332849383,1.6215914386896004,0.04313837513641637,1.548936300241228,1.69901611239889,2.398526526597095,0.06467998184792659,2.2842955168538537,2.522189021105818
jump3r,dual-channel.wav,dual-channel.wav.csv,datasets\jump3r\dual-channel.wav.csv,4196,16,time,15.514874149644246,0.3146451850062771,14.775379217999973,16.285147052631014,0.4528403080894031,0.010784403679054899,0.43212515648980554,0.4763269980543312,0.6649776237521453,0.01715532657425924,0.6316772917301688,0.6979794711215362
jump3r,helix.wav,helix.wav.csv,datasets\jump3r\helix.wav.csv,4196,16,time,16.01042735232354,0.36612168238271026,15.397721312230026,16.766042897207782,0.8354920338742459,0.0237926234018575,0.7869131237762209,0.8800156000581557,1.3022540253487693,0.08990651092164834,1.1978505754034388,1.5598240238414955
jump3r,single-channel.wav,single-channel.wav.csv,datasets\jump3r\single-channel.wav.csv,4196,16,time,14.070950561710651,0.2618600288939423,13.494789212912629,14.539054706879343,0.25784315974810396,0.00649049718970738,0.24717125186066966,0.27374433908311807,0.36530138588526234,0.008892901280498727,0.3487263418827468,0.3890181529373765
jump3r,speech.wav,speech.wav.csv,datasets\jump3r\speech.wav.csv,4196,16,time,13.601702291839919,0.3157517043278257,12.93532015485585,14.28552494409788,0.6197321149473901,0.01466558705044658,0.5934108923988007,0.6420400854852414,0.8749372522507153,0.019194235771240516,0.8392474778649367,0.910008192240994
jump3r,sweep.wav,sweep.wav.csv,datasets\jump3r\sweep.wav.csv,4196,16,time,9.088859798325363,0.1759296317552157,8.65387647832317,9.39071064908454,0.05514700596559416,0.0013316842803136864,0.052077649923075224,0.057884191331802524,0.07761459400460323,0.0018565365675733544,0.07406467525471289,0.08120100646800682
kanzi,ambivert,ambivert.csv,datasets\kanzi\ambivert.csv,4112,25,time,6.318612550308073,0.4850839617795772,5.65897813857715,7.864265177118869,1.0339844084278778,0.06313553794789381,0.9113126823338755,1.20416219611021,2.2492345756480416,0.30513075373025444,1.7968808186387413,3.341227294062694
kanzi,artificl,artificl.csv,datasets\kanzi\artificl.csv,4112,25,time,4.234653988558436,0.14813952318496007,3.967762103575593,4.586730828287929,0.021309400324149106,0.0009992798405558281,0.01948354943273904,0.023573865478119908,0.04653114130803506,0.0037251164948375022,0.03822571007658323,0.053559952340648864
kanzi,deepfield,deepfield.csv,datasets\kanzi\deepfield.csv,4112,25,time,5.0771531255331235,0.35565701452131343,4.356328711889994,5.7854620464838105,0.7878083292814695,0.06688846483334981,0.6863941653160434,0.9875885332252855,2.1854071224916396,0.3782004864487323,1.6011456313577592,3.5061210149827744
kanzi,enwik8,enwik8.csv,datasets\kanzi\enwik8.csv,4112,25,time,6.298069504411582,0.3569919908985046,5.656016608503757,7.4786171281376355,1.606902052944355,0.10130495761313991,1.391426215559157,1.8435351296596436,4.128617242418692,0.6451832606662585,3.0636134954368335,6.532343736250502
kanzi,fannie_mae_500k,fannie_mae_500k.csv,datasets\kanzi\fannie_mae_500k.csv,4112,25,time,6.558451524138719,0.4676587522800481,5.924702408377844,8.247525534445941,1.0687175121555939,0.07275254754181103,0.9136525931928695,1.2178199351701837,3.2434146834193514,0.3886620439962138,2.476418352380079,4.376788785416702
kanzi,large,large.csv,datasets\kanzi\large.csv,4112,25,time,5.162191816867774,0.18394274595898347,4.908908433487149,5.540236612800623,0.18370925580767178,0.009007658961168494,0.16075551053484613,0.19745287682333945,0.42403573129365185,0.059679810939341014,0.3245102422384631,0.6412902627927203
kanzi,misc,misc.csv,datasets\kanzi\misc.csv,4112,25,time,4.573393776545176,0.159008426267075,4.287161658471099,4.984122494040633,0.03744485953538631,0.0014566538531066338,0.0342318881685576,0.040414708265802284,0.06604276261872605,0.004978994216167299,0.05519948575222028,0.07554296416454015
kanzi,silesia,silesia.csv,datasets\kanzi\silesia.csv,4112,25,time,6.083895561456316,0.4335446087187673,5.304526336339686,7.505524329173789,3.0911441153430608,0.21032126902155923,2.6090539708265874,3.4773643030794132,7.78666909926322,0.9839916276557917,6.17168021492988,11.084519541718064
kanzi,vmlinux,vmlinux.csv,datasets\kanzi\vmlinux.csv,4112,25,time,6.465176648759088,0.2622366889560576,5.933574677536267,6.976448302349891,6.438118322528362,0.37149100229056403,5.647963695299831,7.100043273905992,21.741541997993604,1.218935555586111,19.863716753445054,24.284295198762823
lrzip,ambivert.wav.tar,ambivert.wav.tar.csv,datasets\lrzip\ambivert.wav.tar.csv,191,11,time,206.2782343746726,46.259695484577456,144.4152506750497,341.4010151783079,16.663574195402308,1.6609002036846756,14.269773275862065,20.43637931034484,25.117915332737123,3.1153976262076704,20.13726415329153,33.19176887798104
lrzip,artificl.tar,artificl.tar.csv,datasets\lrzip\artificl.tar.csv,191,11,time,1225.8436150580892,279.6093508293474,551.1498057745864,1868.8831827805443,1.1462125862068964,0.07728797191385273,1.0156318965517237,1.4179198275862073,1.3518958805748886,0.09815306265346739,1.1796265256975658,1.6519087845971736
lrzip,deepfield.tar,deepfield.tar.csv,datasets\lrzip\deepfield.tar.csv,191,11,time,204.63579265672305,46.66235458697477,135.53807800138452,342.118661854362,16.267896091954025,1.7193373346600986,13.795985344827592,20.092639655172423,24.338123383060005,3.1052505128745413,19.619826993613124,32.16740446355303
lrzip,enwik8.tar,enwik8.tar.csv,datasets\lrzip\enwik8.tar.csv,191,11,time,137.9362878399996,26.259937558900393,90.44475609008319,202.26482472201886,21.555017959770108,1.7380611284145118,18.936055172413784,26.389383620689657,30.203671828897352,3.0354000967533223,26.181924318881805,39.53237143452001
lrzip,fannie_mae_500k.tar,fannie_mae_500k.tar.csv,datasets\lrzip\fannie_mae_500k.tar.csv,191,11,time,14.01235383744101,1.3148949519009479,11.775945804857622,17.238876222116044,5.927964137931041,0.5604795728366742,5.114971551724148,7.673743965517249,8.251987900820973,0.8792181145090205,6.967363737519768,10.90118920166393
lrzip,large.tar,large.tar.csv,datasets\lrzip\large.tar.csv,191,11,time,107.46547486330195,20.152928540522762,71.86596496568666,164.43294548835095,2.4640658620689675,0.2292258798398545,2.0138767241379325,3.1623836206896563,3.2420553693396954,0.27848851477271824,2.671587773579538,4.007987074714388
lrzip,misc.tar,misc.tar.csv,datasets\lrzip\misc.tar.csv,191,11,time,248.1830113756699,48.972978856959166,124.23444887732538,375.96411517578326,1.169860574712644,0.08968943267583178,0.9814775862068973,1.4247517241379304,1.4158483522373035,0.10674143919266087,1.1765065811985278,1.6589421060963239
