system,workload,file_name,file_path,n_samples,n_features,target_name,MAPE_mean,MAPE_std,MAPE_min,MAPE_max,MAE_mean,MAE_std,MAE_min,MAE_max,RMSE_mean,RMSE_std,RMSE_min,RMSE_max
xz,uiq2-16.bin,uiq2-16.bin.csv,datasets\xz\uiq2-16.bin.csv,1999,33,time,108.74763135178556,5.021848660455121,99.45093867715946,119.83536565420465,32.24949249110863,0.8268985856025161,30.562098024783086,33.60261501959327,42.41453800155316,1.9295932903972723,39.394998548004104,45.89705049893016
xz,uiq2-4.bin,uiq2-4.bin.csv,datasets\xz\uiq2-4.bin.csv,1999,33,time,62.0921939483393,3.0885811896419164,57.38872605751186,68.13168877017002,4.342254886216267,0.11768739092248065,4.138301698625998,4.562105404880625,5.966032499167232,0.29341219236828303,5.471507053620824,6.495094770470643
xz,uiq2-8.bin,uiq2-8.bin.csv,datasets\xz\uiq2-8.bin.csv,1999,33,time,82.73089935552298,3.7348651371181476,75.35349591094523,89.97907277095321,12.0181966519963,0.29429165771683685,11.466999154021542,12.73371524678677,16.512538234662948,0.9458855109025261,14.895167885311531,18.600419569026325
xz,vmlinux-5.10.tar,vmlinux-5.10.tar.csv,datasets\xz\vmlinux-5.10.tar.csv,1999,33,time,28.547592799280917,1.025306255634926,26.059889486791814,30.916549650951726,1.8695710379973045,0.04437338689298985,1.769074640897076,1.9615797196703526,2.271365549405222,0.06470629696243405,2.1471232821398343,2.400990423371051
z3,AUFNIRA_z3.637557.smt2,AUFNIRA_z3.637557.smt2.csv,datasets\z3\AUFNIRA_z3.637557.smt2.csv,1010,12,time,744.5213454703442,41.82727293510217,664.1945599419932,833.7760503588825,88.06849353059934,2.004920569215996,83.4500781471185,92.0741933201287,100.08334252015638,1.8874375053413508,95.85275214347907,103.55292069678696
z3,LRA_formula_277.smt2,LRA_formula_277.smt2.csv,datasets\z3\LRA_formula_277.smt2.csv,1010,12,time,11.11391859152351,0.30989886940105027,10.577555073333665,11.81991231155502,0.31656736732340884,0.001651867936381178,0.31256222114447074,0.3197848424514705,0.3227661662155306,0.0026229827757232663,0.3187018584484383,0.32736706701562907
z3,QF_AUFBV_891_sqlite3.smt2,QF_AUFBV_891_sqlite3.smt2.csv,datasets\z3\QF_AUFBV_891_sqlite3.smt2.csv,1010,12,time,538.0897353725895,118.15277732426613,316.9326262290336,754.9985742108701,10.089861327760582,0.3433790021428607,9.147575446174772,10.799593485755109,13.30604129461587,0.7717928262871474,11.24825587275507,14.931503338899857
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,datasets\z3\QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,1010,12,time,13.038515194944097,0.4388243502615021,12.242838422671996,13.941297907230265,0.9605937538385584,0.037824422405717616,0.8887180602193837,1.04137984848294,1.1766540115355884,0.03932815450715723,1.0999421187047396,1.2758377518471749
z3,QF_BV_bench_3176.smt2,QF_BV_bench_3176.smt2.csv,datasets\z3\QF_BV_bench_3176.smt2.csv,1010,12,time,988.0805003224019,58.28827080442297,863.5696110670647,1099.1135823145326,132.55347466517458,3.095920125604467,126.06447651722846,137.88853080764633,152.24825371887135,3.8023162513729845,142.76394537428695,158.03284976013725
z3,QF_BV_bench_935.smt2,QF_BV_bench_935.smt2.csv,datasets\z3\QF_BV_bench_935.smt2.csv,1010,12,time,1679.5448157630701,107.75519513030561,1483.4113806396313,1939.8705155311106,93.59159949391504,1.1402519999978438,91.61512266007173,96.0690879435933,97.51267375786857,1.5123451188858568,95.11454391381925,100.9848918253193
